episode,timestep,seed,policy_mode,obs_month,obs_day_type,obs_hour,obs_outdoor_dry_bulb_temperature,obs_outdoor_dry_bulb_temperature_predicted_1,obs_outdoor_dry_bulb_temperature_predicted_2,obs_outdoor_dry_bulb_temperature_predicted_3,obs_outdoor_relative_humidity,obs_outdoor_relative_humidity_predicted_1,obs_outdoor_relative_humidity_predicted_2,obs_outdoor_relative_humidity_predicted_3,obs_diffuse_solar_irradiance,obs_diffuse_solar_irradiance_predicted_1,obs_diffuse_solar_irradiance_predicted_2,obs_diffuse_solar_irradiance_predicted_3,obs_direct_solar_irradiance,obs_direct_solar_irradiance_predicted_1,obs_direct_solar_irradiance_predicted_2,obs_direct_solar_irradiance_predicted_3,obs_carbon_intensity,obs_non_shiftable_load,obs_solar_generation,obs_electrical_storage_soc,obs_net_electricity_consumption,obs_electricity_pricing,obs_electricity_pricing_predicted_1,obs_electricity_pricing_predicted_2,obs_electricity_pricing_predicted_3,obs_electric_vehicle_charger_charger_5_1_connected_state,obs_connected_electric_vehicle_at_charger_charger_5_1_departure_time,obs_connected_electric_vehicle_at_charger_charger_5_1_required_soc_departure,obs_connected_electric_vehicle_at_charger_charger_5_1_soc,obs_connected_electric_vehicle_at_charger_charger_5_1_battery_capacity,obs_electric_vehicle_charger_charger_5_1_incoming_state,obs_incoming_electric_vehicle_at_charger_charger_5_1_estimated_arrival_time,action_electrical_storage,action_electric_vehicle_storage_charger_5_1,reward_env,reward,next_obs_month,next_obs_day_type,next_obs_hour,next_obs_outdoor_dry_bulb_temperature,next_obs_outdoor_dry_bulb_temperature_predicted_1,next_obs_outdoor_dry_bulb_temperature_predicted_2,next_obs_outdoor_dry_bulb_temperature_predicted_3,next_obs_outdoor_relative_humidity,next_obs_outdoor_relative_humidity_predicted_1,next_obs_outdoor_relative_humidity_predicted_2,next_obs_outdoor_relative_humidity_predicted_3,next_obs_diffuse_solar_irradiance,next_obs_diffuse_solar_irradiance_predicted_1,next_obs_diffuse_solar_irradiance_predicted_2,next_obs_diffuse_solar_irradiance_predicted_3,next_obs_direct_solar_irradiance,next_obs_direct_solar_irradiance_predicted_1,next_obs_direct_solar_irradiance_predicted_2,next_obs_direct_solar_irradiance_predicted_3,next_obs_carbon_intensity,next_obs_non_shiftable_load,next_obs_solar_generation,next_obs_electrical_storage_soc,next_obs_net_electricity_consumption,next_obs_electricity_pricing,next_obs_electricity_pricing_predicted_1,next_obs_electricity_pricing_predicted_2,next_obs_electricity_pricing_predicted_3,next_obs_electric_vehicle_charger_charger_5_1_connected_state,next_obs_connected_electric_vehicle_at_charger_charger_5_1_departure_time,next_obs_connected_electric_vehicle_at_charger_charger_5_1_required_soc_departure,next_obs_connected_electric_vehicle_at_charger_charger_5_1_soc,next_obs_connected_electric_vehicle_at_charger_charger_5_1_battery_capacity,next_obs_electric_vehicle_charger_charger_5_1_incoming_state,next_obs_incoming_electric_vehicle_at_charger_charger_5_1_estimated_arrival_time,terminated,truncated
0,10,32,behaviour,8,1,10,21.7,22.2,20.6,21.7,73.0,71.0,73.0,76.0,778.0,444.0,0.0,436.0,734.0,174.0,0.0,95.0,0.21287169,2.1846333,5.894708,0.00036177217,-3.1497455,0.14513,0.14201,0.16509,0.147,1,4.0,0.86,0.8825475,40.0,0,-1.0,-2.0394202e-05,0.00064389786,-1.5577718,,8,1,11,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.22570992,2.0674167,6.4819164,0.0003436171,-3.7054121,0.12499,0.14013,0.165,0.13,1,3.0,0.86,0.87570614,40.0,0,-1.0,0,0
0,11,32,behaviour,8,1,11,22.2,21.1,19.4,21.7,71.0,76.0,81.0,73.0,903.0,392.0,0.0,604.0,811.0,396.0,0.0,209.0,0.22570992,2.0674167,6.4819164,0.0003436171,-3.7054121,0.12499,0.14013,0.165,0.13,1,3.0,0.86,0.87570614,40.0,0,-1.0,-2.0394202e-05,0.00064389786,4.443563,,8,1,12,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.23460789,1.0379833,6.5794587,0.00032546205,-4.4098372,0.13901,0.14739,0.15395,0.129,1,2.0,0.86,0.8689186,40.0,0,-1.0,0,0
0,12,32,behaviour,8,1,12,22.8,20.6,20.0,22.2,68.0,78.0,81.0,71.0,964.0,231.0,0.0,589.0,815.0,320.0,0.0,144.0,0.23460789,1.0379833,6.5794587,0.00032546205,-4.4098372,0.13901,0.14739,0.15395,0.129,1,2.0,0.86,0.8689186,40.0,0,-1.0,-0.00011036628,0.025140712,31.580462,,8,1,13,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428607,0.67051667,6.2025,0.00022721422,-5.3559856,0.14513,0.148,0.15643,0.13107,1,1.0,0.86,0.8661899,40.0,0,-1.0,0,0
0,13,32,behaviour,8,1,13,22.8,20.6,19.4,21.0,71.0,73.0,87.0,78.0,966.0,27.0,0.0,554.0,747.0,143.0,0.0,133.0,0.2428607,0.67051667,6.2025,0.00022721422,-5.3559856,0.14513,0.148,0.15643,0.13107,1,1.0,0.86,0.8661899,40.0,0,-1.0,-8.031652e-05,0.11816354,41.127895,,8,1,14,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.24223925,2.0011666,5.3832088,0.00015571638,-4.6579747,0.14065,0.15333,0.15181,0.14,1,0.0,0.86,0.8787134,40.0,0,-1.0,0,0
0,14,32,behaviour,8,1,14,22.2,20.0,19.4,21.0,73.0,76.0,87.0,78.0,683.0,0.0,0.0,907.0,291.0,0.0,0.0,685.0,0.24223925,2.0011666,5.3832088,0.00015571638,-4.6579747,0.14065,0.15333,0.15181,0.14,1,0.0,0.86,0.8787134,40.0,0,-1.0,-2.0394202e-05,0.00064389786,25.785439,,8,1,15,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.2426803,1.5273967,4.0911164,0.00013756132,-3.3773792,0.14478,0.15943,0.145,0.14663,0,-1.0,-0.1,-0.1,-1.0,0,-1.0,0,0
0,15,32,behaviour,8,1,15,22.8,20.6,19.4,22.8,71.0,70.0,90.0,68.0,522.0,0.0,0.0,789.0,153.0,0.0,0.0,777.0,0.2426803,1.5273967,4.0911164,0.00013756132,-3.3773792,0.14478,0.15943,0.145,0.14663,0,-1.0,-0.1,-0.1,-1.0,0,-1.0,-2.0394202e-05,0.00064389786,35.66643,,8,1,16,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.24524967,0.9494333,2.7164583,0.000119406264,-2.5638218,0.14201,0.16509,0.14478,0.14713,0,-1.0,-0.1,-0.1,-1.0,0,-1.0,0,0
0,16,32,behaviour,8,1,16,22.2,20.6,18.9,22.8,71.0,73.0,90.0,67.0,444.0,0.0,0.0,631.0,174.0,0.0,0.0,703.0,0.24524967,0.9494333,2.7164583,0.000119406264,-2.5638218,0.14201,0.16509,0.14478,0.14713,0,-1.0,-0.1,-0.1,-1.0,0,-1.0,-2.0394202e-05,0.00064389786,-24.829647,,8,1,17,21.1,19.4,18.3,22.2,76.0,81.0,93.0,68.0,392.0,0.0,0.0,443.0,396.0,0.0,0.0,585.0,0.24614695,0.51886666,1.237875,0.00010125121,-1.767127,0.14013,0.165,0.14965,0.14739,0,-1.0,-0.1,-0.1,-1.0,0,-1.0,0,0
0,17,32,behaviour,8,1,17,21.1,19.4,18.3,22.2,76.0,81.0,93.0,68.0,392.0,0.0,0.0,443.0,396.0,0.0,0.0,585.0,0.24614695,0.51886666,1.237875,0.00010125121,-1.767127,0.14013,0.165,0.14965,0.14739,0,-1.0,-0.1,-0.1,-1.0,0,-1.0,-2.0394202e-05,0.00064389786,-118.39112,,8,1,18,20.6,20.0,18.9,23.3,78.0,81.0,90.0,79.0,231.0,0.0,15.0,245.0,320.0,0.0,14.0,337.0,0.24275939,2.43805,0.31091666,8.309615e-05,-0.7191103,0.14739,0.15395,0.15333,0.14965,0,-1.0,-0.1,-0.1,-1.0,1,1.0,0,0
0,18,32,behaviour,8,1,18,20.6,20.0,18.9,23.3,78.0,81.0,90.0,79.0,231.0,0.0,15.0,245.0,320.0,0.0,14.0,337.0,0.24275939,2.43805,0.31091666,8.309615e-05,-0.7191103,0.14739,0.15395,0.15333,0.14965,0,-1.0,-0.1,-0.1,-1.0,1,1.0,-2.0394202e-05,0.00064389786,-134.68063,,8,1,19,20.6,19.4,20.0,22.8,73.0,87.0,87.0,68.0,27.0,0.0,116.0,27.0,143.0,0.0,42.0,147.0,0.24150947,1.9658166,0.021375,6.4941094e-05,2.1270313,0.148,0.15643,0.15443,0.15213,0,-1.0,-0.1,-0.1,-1.0,1,0.0,0,0
0,19,32,behaviour,8,1,19,20.6,19.4,20.0,22.8,73.0,87.0,87.0,68.0,27.0,0.0,116.0,27.0,143.0,0.0,42.0,147.0,0.24150947,1.9658166,0.021375,6.4941094e-05,2.1270313,0.148,0.15643,0.15443,0.15213,0,-1.0,-0.1,-0.1,-1.0,1,0.0,-2.0394202e-05,0.00064389786,-121.38224,,8,1,20,20.0,19.4,20.0,22.8,76.0,87.0,87.0,61.0,0.0,0.0,252.0,0.0,0.0,0.0,74.0,0.0,0.24358909,1.4988834,0.0,4.6786034e-05,1.9443398,0.15333,0.15181,0.15262,0.16157,1,18.0,0.86,0.46,40.0,0,-1.0,0,0
0,20,32,behaviour,8,1,20,20.0,19.4,20.0,22.8,76.0,87.0,87.0,61.0,0.0,0.0,252.0,0.0,0.0,0.0,74.0,0.0,0.24358909,1.4988834,0.0,4.6786034e-05,1.9443398,0.15333,0.15181,0.15262,0.16157,1,18.0,0.86,0.46,40.0,0,-1.0,-0.0018527767,0.6024004,-172.60335,,8,1,21,20.6,19.4,20.0,20.0,70.0,90.0,84.0,84.0,0.0,0.0,292.0,0.0,0.0,0.0,35.0,0.0,0.2407392,2.6069167,0.0,9.573426e-09,5.9563837,0.15943,0.145,0.15181,0.17,1,17.0,0.86,0.55553883,40.0,0,-1.0,0,0
0,21,32,behaviour,8,1,21,20.6,19.4,20.0,20.0,70.0,90.0,84.0,84.0,0.0,0.0,292.0,0.0,0.0,0.0,35.0,0.0,0.2407392,2.6069167,0.0,9.573426e-09,5.9563837,0.15943,0.145,0.15181,0.17,1,17.0,0.86,0.55553883,40.0,0,-1.0,-0.0016329506,0.6045687,-81.610596,,8,1,22,20.6,18.9,21.7,20.6,73.0,90.0,76.0,78.0,0.0,0.0,436.0,0.0,0.0,0.0,95.0,0.0,0.22927038,1.2789,0.0,0.0,7.0807257,0.16509,0.14478,0.147,0.18,1,16.0,0.86,0.6506851,40.0,0,-1.0,0,0
0,22,32,behaviour,8,1,22,20.6,18.9,21.7,20.6,73.0,90.0,76.0,78.0,0.0,0.0,436.0,0.0,0.0,0.0,95.0,0.0,0.22927038,1.2789,0.0,0.0,7.0807257,0.16509,0.14478,0.147,0.18,1,16.0,0.86,0.6506851,40.0,0,-1.0,-0.0014735524,0.6059971,-21.378813,,8,1,23,19.4,18.3,21.7,20.6,81.0,93.0,73.0,78.0,0.0,0.0,604.0,0.0,0.0,0.0,209.0,0.0,0.21529473,1.0987,0.0,0.0,5.7632785,0.165,0.14965,0.13,0.175,1,15.0,0.86,0.7453192,40.0,0,-1.0,0,0
0,23,32,behaviour,8,1,23,19.4,18.3,21.7,20.6,81.0,93.0,73.0,78.0,0.0,0.0,604.0,0.0,0.0,0.0,209.0,0.0,0.21529473,1.0987,0.0,0.0,5.7632785,0.165,0.14965,0.13,0.175,1,15.0,0.86,0.7453192,40.0,0,-1.0,-0.0011291805,0.6049315,-23.886494,,8,1,24,20.0,18.9,22.2,19.4,81.0,90.0,71.0,79.0,0.0,15.0,589.0,0.0,0.0,14.0,144.0,0.0,0.19157887,1.0609916,0.0,0.0,5.575193,0.15395,0.15333,0.129,0.16463,1,14.0,0.86,0.8390318,40.0,0,-1.0,0,0
0,24,32,behaviour,8,1,24,20.0,18.9,22.2,19.4,81.0,90.0,71.0,79.0,0.0,15.0,589.0,0.0,0.0,14.0,144.0,0.0,0.19157887,1.0609916,0.0,0.0,5.575193,0.15395,0.15333,0.129,0.16463,1,14.0,0.86,0.8390318,40.0,0,-1.0,-0.0008601039,0.5809993,-5.3603864,,8,2,1,19.4,20.0,21.0,20.0,87.0,87.0,78.0,78.0,0.0,116.0,554.0,0.0,0.0,42.0,133.0,0.0,0.17271361,0.3063,0.0,0.0,5.3603864,0.15643,0.15443,0.13107,0.16967,1,13.0,0.86,0.9280408,40.0,0,-1.0,0,0
0,25,32,behaviour,8,2,1,19.4,20.0,21.0,20.0,87.0,87.0,78.0,78.0,0.0,116.0,554.0,0.0,0.0,42.0,133.0,0.0,0.17271361,0.3063,0.0,0.0,5.3603864,0.15643,0.15443,0.13107,0.16967,1,13.0,0.86,0.9280408,40.0,0,-1.0,-2.0394202e-05,0.00064389786,-0.31106487,,8,2,2,19.4,20.0,21.0,19.4,87.0,87.0,78.0,84.0,0.0,252.0,907.0,0.0,0.0,74.0,685.0,0.0,0.1668173,0.5456833,0.0,0.0,0.31106487,0.15181,0.15262,0.14,0.161,1,12.0,0.86,0.92084134,40.0,0,-1.0,0,0
0,26,32,behaviour,8,2,2,19.4,20.0,21.0,19.4,87.0,87.0,78.0,84.0,0.0,252.0,907.0,0.0,0.0,74.0,685.0,0.0,0.1668173,0.5456833,0.0,0.0,0.31106487,0.15181,0.15262,0.14,0.161,1,12.0,0.86,0.92084134,40.0,0,-1.0,-2.152787e-05,0.0005841051,-0.5500057,,8,2,3,19.4,20.0,22.8,19.4,90.0,84.0,68.0,84.0,0.0,292.0,789.0,0.0,0.0,35.0,777.0,0.0,0.16352855,0.29998332,0.0,0.0,0.5500057,0.145,0.15181,0.14663,0.15315,1,11.0,0.86,0.9136888,40.0,0,-1.0,0,0
0,27,32,behaviour,8,2,3,19.4,20.0,22.8,19.4,90.0,84.0,68.0,84.0,0.0,292.0,789.0,0.0,0.0,35.0,777.0,0.0,0.16352855,0.29998332,0.0,0.0,0.5500057,0.145,0.15181,0.14663,0.15315,1,11.0,0.86,0.9136888,40.0,0,-1.0,-2.0394202e-05,0.00064389786,-0.30474818,,8,2,4,18.9,21.7,22.8,19.4,90.0,76.0,67.0,84.0,0.0,436.0,631.0,0.0,0.0,95.0,703.0,0.0,0.16253123,0.33366665,0.0,0.0,0.30474818,0.14478,0.147,0.14713,0.147,1,10.0,0.86,0.90660226,40.0,0,-1.0,0,0
0,28,32,behaviour,8,2,4,18.9,21.7,22.8,19.4,90.0,76.0,67.0,84.0,0.0,436.0,631.0,0.0,0.0,95.0,703.0,0.0,0.16253123,0.33366665,0.0,0.0,0.30474818,0.14478,0.147,0.14713,0.147,1,10.0,0.86,0.90660226,40.0,0,-1.0,-2.0394202e-05,0.00064389786,-0.3384315,,8,2,5,18.3,21.7,22.2,18.9,93.0,73.0,68.0,87.0,0.0,604.0,443.0,0.0,0.0,209.0,585.0,0.0,0.16735874,0.3396,0.0,0.0,0.3384315,0.14965,0.13,0.14739,0.14456,1,9.0,0.86,0.89957154,40.0,0,-1.0,0,0
0,29,32,behaviour,8,2,5,18.3,21.7,22.2,18.9,93.0,73.0,68.0,87.0,0.0,604.0,443.0,0.0,0.0,209.0,585.0,0.0,0.16735874,0.3396,0.0,0.0,0.3384315,0.14965,0.13,0.14739,0.14456,1,9.0,0.86,0.89957154,40.0,0,-1.0,-2.0394202e-05,0.00064389786,-0.34436485,,8,2,6,18.9,22.2,23.3,19.4,90.0,71.0,79.0,84.0,15.0,589.0,245.0,27.0,14.0,144.0,337.0,144.0,0.1707615,0.30485,0.31175,0.0,0.34436485,0.15333,0.129,0.14965,0.14901,1,8.0,0.86,0.8925962,40.0,0,-1.0,0,0
0,30,32,behaviour,8,2,6,18.9,22.2,23.3,19.4,90.0,71.0,79.0,84.0,15.0,589.0,245.0,27.0,14.0,144.0,337.0,144.0,0.1707615,0.30485,0.31175,0.0,0.34436485,0.15333,0.129,0.14965,0.14901,1,8.0,0.86,0.8925962,40.0,0,-1.0,-2.0394202e-05,0.00064389786,0.27484486,,8,2,7,20.0,21.0,22.8,21.1,87.0,78.0,68.0,76.0,116.0,554.0,27.0,192.0,42.0,133.0,147.0,395.0,0.18388951,0.49295,1.6827083,0.0,-0.0021351362,0.15443,0.13107,0.15213,0.155,1,7.0,0.86,0.8856757,40.0,0,-1.0,0,0
0,31,32,behaviour,8,2,7,20.0,21.0,22.8,21.1,87.0,78.0,68.0,76.0,116.0,554.0,27.0,192.0,42.0,133.0,147.0,395.0,0.18388951,0.49295,1.6827083,0.0,-0.0021351362,0.15443,0.13107,0.15213,0.155,1,7.0,0.86,0.8856757,40.0,0,-1.0,2.294235e-06,-0.00032004976,5.6595316,,8,2,8,20.0,21.0,22.8,22.8,87.0,78.0,61.0,66.0,252.0,907.0,0.0,404.0,74.0,685.0,0.0,609.0,0.19780493,0.67475,3.3369584,1.5729906e-06,-1.1921152,0.15262,0.14,0.16157,0.16206,1,6.0,0.86,0.87863743,40.0,0,-1.0,0,0
0,32,32,behaviour,8,2,8,20.0,21.0,22.8,22.8,87.0,78.0,61.0,66.0,252.0,907.0,0.0,404.0,74.0,685.0,0.0,609.0,0.19780493,0.67475,3.3369584,1.5729906e-06,-1.1921152,0.15262,0.14,0.16157,0.16206,1,6.0,0.86,0.87863743,40.0,0,-1.0,3.9962113e-05,-0.001920416,14.562921,,8,2,9,20.0,22.8,20.0,24.4,84.0,68.0,84.0,64.0,292.0,789.0,0.0,611.0,35.0,777.0,0.0,730.0,0.21082877,0.9467667,4.78,2.897223e-05,-2.6762197,0.15181,0.14663,0.17,0.16206,1,5.0,0.86,0.8713195,40.0,0,-1.0,0,0
